[190.  682.5],[3.1920000e+03 9.8245614e-01]
[444.97967193 730.50873448],[8.44104123e+03 1.00322159e+00]
[445.30987911 730.50988454],[8.45530702e+03 1.01599184e+00]
[445.76471741 730.50956556],[8.40071213e+03 1.01353916e+00]
[445.93733227 730.50876541],[8.38003996e+03 1.01249989e+00]
[445.66990435 730.50785294],[8.31234723e+03 1.00477005e+00]
[445.56654163 730.50696742],[8.28707709e+03 1.00179471e+00]
[445.52683457 730.50615623],[8.27811089e+03 1.00065973e+00]
[445.51145819 730.50543031],[8.39570884e+03 1.01478241e+00]
[445.50547936 730.504787  ],[8.44020263e+03 1.02006032e+00]
[445.5030311  730.50421915],[8.45708282e+03 1.02200526e+00]
[445.50197462 730.50371865],[8.46326829e+03 1.02266625e+00]
[445.50147192 730.50327769],[8.46535584e+03 1.02284130e+00]
[446.16098768 730.50288922],[8.46589738e+03 1.02283834e+00]
[446.07973003 730.50254695],[8.40582798e+03 1.01552087e+00]
[446.04608697 730.50224533],[8.38289542e+03 1.01269760e+00]
[445.70052243 730.50197951],[8.31414769e+03 1.00434639e+00]
[445.56860248 730.50174522],[8.28842077e+03 1.00119804e+00]
[446.51336044 730.50153869],[8.46066711e+03 9.92909772e-01]
[446.86716995 730.50137199],[8.52602409e+03 9.89894379e-01]
[446.66684182 730.50121373],[8.48916930e+03 9.81714022e-01]
[446.58610836 730.50107131],[8.47468430e+03 9.78700816e-01]
[446.55259019 730.50094554],[8.46895736e+03 9.77666607e-01]
[446.20650177 730.8305686 ],[8.34544207e+03 9.77188848e-01]
[446.07386298 730.95518696],[8.29889197e+03 9.77118599e-01]
[446.02379034 731.00059819],[8.28183777e+03 9.77180478e-01]
[446.00515004 731.01594084],[8.27594457e+03 9.77281176e-01]
[445.99847386 731.01998017],[8.27424966e+03 9.77387416e-01]
[445.99632861 731.0198915 ],[8.27409830e+03 9.77487584e-01]
[445.66503321 731.01840957],[8.33535504e+03 9.84770259e-01]
[445.54104686 731.01656383],[8.35869508e+03 9.87545593e-01]
[445.82579741 731.01472987],[8.42832236e+03 9.95778824e-01]
[446.26404457 731.01303404],[8.39398005e+03 9.91724206e-01]
[446.43119008 731.01150898],[8.38060892e+03 9.90145626e-01]
[446.49284478 731.01015316],[8.37545307e+03 9.89537016e-01]
[446.51427811 731.00895368],[8.37345486e+03 9.89301218e-01]
[446.1901506  731.00789468],[8.43345859e+03 9.96390676e-01]
[446.39615944 731.00696054],[8.39537765e+03 9.91891642e-01]
[446.14349676 731.00613681],[8.44147329e+03 9.97337822e-01]
[446.37738469 731.00541056],[8.39804365e+03 9.92206811e-01]
[446.13540826 731.00477027],[8.44216191e+03 9.97419341e-01]
[446.04392368 731.00420577],[8.45865091e+03 9.99367538e-01]
[446.00958695 731.00370809],[8.46465244e+03 1.00007666e+00]
[446.32719913 731.00326931],[8.5273630e+03 1.0074858e+00]
[446.44738255 731.00288247],[8.55072322e+03 1.01024579e+00]
[446.49222524 731.0025414 ],[8.55907812e+03 1.01123294e+00]
[446.17841924 731.0022407 ],[8.50104608e+03 1.00437664e+00]
[445.72763689 731.00197558],[8.41767702e+03 9.94526833e-01]
[445.55828993 731.00174183],[8.38608188e+03 9.90793976e-01]
[445.4969676  731.00153574],[8.37441069e+03 9.89415078e-01]
[445.80754063 731.00135403],[8.30937511e+03 9.81731312e-01]
[445.59518083 731.00119382],[8.34627198e+03 9.86090601e-01]
[445.51680786 731.00105258],[8.36050928e+03 9.87772716e-01]
[445.48900736 731.33133585],[8.30375690e+03 9.67124406e-01]
[445.48062393 731.45539169],[8.28196401e+03 9.59436950e-01]
[446.14334539 731.17124262],[8.45741464e+03 9.64121337e-01]
[446.72088038 731.72027281],[8.58578868e+03 9.72932622e-01]
[446.93788369 731.92815071],[8.63418116e+03 9.76337288e-01]
[447.01657042 732.0042278 ],[8.65174889e+03 9.77674561e-01]
[448.03099494 732.35953966],[8.90550512e+03 9.92272410e-01]
[449.06268838 732.49053131],[9.12499375e+03 1.01148484e+00]
[449.44971766 732.53595621],[9.20724319e+03 1.01877481e+00]
[449.26022564 732.54884466],[9.17405841e+03 1.01458529e+00]
[448.5181236  732.54971356],[8.90829774e+03 1.01306144e+00]
[448.55644197 733.20929117],[8.74431021e+03 1.00525258e+00]
[451.21771839 732.78972571],[9.17608181e+03 1.05920015e+00]
[450.2506292  732.95814485],[8.90887935e+03 1.04472240e+00]
[449.51447079 733.34995232],[8.80470785e+03 1.02382450e+00]
[449.22751223 733.82344529],[8.70207869e+03 1.02313371e+00]
[449.11475323 733.99695714],[8.66363106e+03 1.02282125e+00]
[449.06837343 733.72441756],[8.58721875e+03 1.03005791e+00]
[449.04768027 733.61524599],[8.55897867e+03 1.03274427e+00]
[449.0371727  733.57009374],[8.54910785e+03 1.03366757e+00]
[449.03088391 733.54972684],[8.54613735e+03 1.03392767e+00]
[449.02648812 733.53918873],[8.54571320e+03 1.03394463e+00]
[449.02305852 733.53274299],[8.54617973e+03 1.03387832e+00]
[448.68965796 733.52815769],[8.48680044e+03 1.02651811e+00]
[448.56243828 734.18619838],[8.46488831e+03 1.02368613e+00]
[448.18373855 734.1011638 ],[8.45819350e+03 1.00798943e+00]
[448.37409771 734.39506317],[8.57819931e+03 1.00218788e+00]
[448.44706349 734.50277943],[8.62411042e+03 1.00006356e+00]
[448.80629821 734.53934688],[8.70309108e+03 1.00644427e+00]
[449.27159764 735.20812022],[8.79404962e+03 1.01599489e+00]
[449.44648323 735.45686852],[8.82798418e+03 1.01964095e+00]
[449.51012652 736.20437576],[8.71473076e+03 1.03570950e+00]
[449.53108584 736.48010256],[8.67087689e+03 1.04190614e+00]
[450.19545537 736.57441783],[8.65425594e+03 1.04415725e+00]
[450.11359823 737.59457904],[8.77141010e+03 1.04455058e+00]
[450.4070334  737.96878885],[9.00365115e+03 1.03688402e+00]
[450.84246564 738.09929163],[9.02986386e+03 1.02700285e+00]
[450.6731322  738.13658461],[8.97628499e+03 1.01620053e+00]
[450.60255803 738.13935556],[8.95458805e+03 1.01212384e+00]
[450.24063986 738.45974042],[8.94548282e+03 9.96626798e-01]
[450.76314381 737.91470099],[8.94107560e+03 9.90891962e-01]
[451.61913205 738.02746038],[9.00073572e+03 9.82051205e-01]
[452.26721001 738.06429775],[9.08633871e+03 9.85757815e-01]
[452.83344276 738.40114326],[9.24414180e+03 9.87377265e-01]
[453.3675387  739.18008519],[9.36700541e+03 9.94859958e-01]
[453.23119323 738.81240958],[9.34830243e+03 9.91005322e-01]
[453.49665352 739.32254279],[9.27507415e+03 9.82791140e-01]
[453.58665912 739.5093498 ],[9.24576269e+03 9.79743998e-01]
[453.61092705 739.2427843 ],[9.17097969e+03 9.85374048e-01]
[454.27244895 739.79506811],[9.39645314e+03 9.87794860e-01]
[454.51329233 740.98310859],[9.54480049e+03 9.82147050e-01]
[454.59460628 741.42669742],[9.59999960e+03 9.80074548e-01]
[454.9449025  741.91274629],[9.87717610e+03 9.66754349e-01]
[455.72613344 742.41299139],[9.91693305e+03 9.68115693e-01]
[456.01298575 742.26335518],[9.99346206e+03 9.62504880e-01]
[455.78049796 742.85000573],[1.00872260e+04 9.66919819e-01]
[456.01075363 743.06206968],[1.01820966e+04 9.50035811e-01]
[456.748161   743.78578101],[1.03522503e+04 9.56481715e-01]
[457.01704155 744.05045356],[1.04139379e+04 9.58993239e-01]
[457.76537706 744.13767793],[1.04341218e+04 9.60033242e-01]
[457.37984456 744.15773897],[1.04385824e+04 9.60494232e-01]
[458.20914811 744.8115283 ],[1.07777556e+04 9.67467885e-01]
[458.51290042 744.72097325],[1.08370734e+04 9.76114868e-01]
[458.28880448 746.64745196],[1.06486818e+04 9.60782578e-01]
[458.18819602 747.69544054],[1.05064384e+04 9.60852180e-01]
[458.47171443 748.0741797 ],[1.03816503e+04 9.54616771e-01]
[458.23795439 748.52771936],[1.04682861e+04 9.52619187e-01]
[458.14263778 749.00999702],[1.06976219e+04 9.34335483e-01]
[458.43012354 749.83045782],[1.05818291e+04 9.32880816e-01]
[457.87014862 751.44242661],[1.06662756e+04 9.21082740e-01]
[457.65401123 752.35978306],[1.05018408e+04 9.33830078e-01]
[457.90055034 755.33013033],[1.00994563e+04 9.31873560e-01]
[457.65790303 756.75127225],[9.95355579e+03 9.43699470e-01]
[457.89765345 757.2451124 ],[9.96055414e+03 9.29657246e-01]
[457.32116832 758.71919779],[9.97343643e+03 9.49425336e-01]
[457.43511818 759.56967552],[1.01109499e+04 9.57245909e-01]
[457.47854914 760.18335189],[1.02293213e+04 9.54052048e-01]
[457.82461241 759.71932048],[1.04744169e+04 9.47152521e-01]
[456.96799083 761.81235588],[1.03021647e+04 9.56187972e-01]
[456.64069911 762.90984111],[1.03009439e+04 9.53621045e-01]
[456.8497051  764.27935937],[1.02964695e+04 9.40304752e-01]
[456.60070684 765.74983439],[1.05589156e+04 9.24217488e-01]
[456.83938449 766.60013382],[1.07941994e+04 9.18903556e-01]
[456.93184773 767.86862199],[1.08176639e+04 9.22504283e-01]
[456.63885188 768.64192614],[1.08182264e+04 9.12362762e-01]
[455.86757106 769.22627498],[1.10265710e+04 9.15234425e-01]
[455.25179672 770.72394762],[1.11762101e+04 9.22342431e-01]
[454.69479027 771.91452049],[1.11583769e+04 9.19155431e-01]
[454.48987956 772.9858574 ],[1.12939711e+04 9.29950136e-01]
[453.76383534 774.99878469],[1.12649279e+04 9.16689046e-01]
[453.49583853 775.39383654],[1.11838408e+04 9.17095377e-01]
[452.4142005  776.81731083],[1.13579739e+04 9.12409512e-01]
[452.01746486 778.95921897],[1.16375729e+04 9.17100965e-01]
[451.87981433 779.73316517],[1.17420038e+04 9.18888016e-01]
[451.84144135 780.63868234],[1.1778661e+04 9.1960570e-01]
[451.8398101  782.25427018],[1.17892875e+04 9.19904262e-01]
[450.8629842  784.46982329],[1.20718264e+04 9.09976244e-01]
[450.50382158 785.26711272],[1.21764777e+04 9.06335071e-01]
[449.39369207 788.14513155],[1.25825760e+04 9.11703066e-01]
[448.98613633 789.19585758],[1.27344760e+04 9.13718082e-01]
[447.86368775 790.85466577],[1.27102390e+04 9.08978634e-01]
[447.12314951 792.09127189],[1.27735053e+04 9.12746497e-01]
[446.20393667 794.48071331],[1.30924802e+04 9.15152117e-01]
[445.54629494 795.00999715],[1.30600286e+04 9.15614834e-01]
[444.98875225 797.12564666],[1.34238893e+04 9.22161840e-01]
[443.16235301 799.84486183],[1.36376407e+04 9.30004185e-01]
[441.83073241 802.46745809],[1.40980804e+04 9.28678926e-01]
[441.34645174 803.40891867],[1.42698146e+04 9.28186265e-01]
[440.53586964 804.35899124],[1.44912401e+04 9.38495232e-01]
[439.92571922 806.30043824],[1.47274952e+04 9.42682160e-01]
[437.43381518 809.60527045],[1.52141685e+04 9.49920062e-01]
[436.83184994 810.80598018],[1.54774735e+04 9.57722293e-01]
[435.33087503 812.50854456],[1.57363016e+04 9.70877283e-01]
[432.83355677 813.74917104],[1.59929108e+04 9.86059308e-01]
[429.63130415 816.12874077],[1.63326441e+04 9.86695700e-01]
[428.43771682 818.93867795],[1.66215961e+04 9.76902428e-01]
[426.39531125 821.25561272],[1.66371639e+04 9.68095183e-01]
[423.69572844 824.36566741],[1.67211525e+04 9.79502282e-01]
[422.71855034 825.47739345],[1.67440388e+04 9.83835892e-01]
[419.12487333 829.11532105],[1.74315033e+04 9.85581579e-01]
[417.80731358 830.75297572],[1.77747445e+04 9.81399991e-01]
[416.05790204 832.60989492],[1.8074113e+04 9.8939289e-01]
[413.1626473  834.88034806],[1.83560092e+04 9.92398243e-01]
[409.50101527 838.2923379 ],[1.91708468e+04 1.01247050e+00]
[404.92163746 842.78851654],[1.96600199e+04 1.01039407e+00]
[403.21661788 844.428177  ],[1.98371487e+04 1.00950876e+00]
[400.68660663 846.60022546],[2.01685895e+04 1.01361732e+00]
[397.83842006 848.98018904],[2.05629186e+04 1.01959183e+00]
[391.93896549 854.05904572],[2.16528061e+04 1.02116997e+00]
[389.75179558 856.24115615],[2.19668254e+04 1.02627047e+00]
[386.72852538 858.28596872],[2.21670376e+04 1.03258579e+00]
[383.05340096 860.93630833],[2.24193061e+04 1.04380443e+00]
[378.80567281 864.80498545],[2.30939721e+04 1.04726922e+00]
[374.99415524 867.1680422 ],[2.33349333e+04 1.05748350e+00]
[368.42175344 872.8895172 ],[2.45345106e+04 1.04647099e+00]
[366.00036931 874.97645357],[2.49843937e+04 1.04243152e+00]
[360.95759507 878.27549919],[2.54437118e+04 1.05335668e+00]
[356.53354705 881.39508594],[2.58048689e+04 1.06584953e+00]
[351.37487162 884.1160622 ],[2.58980452e+04 1.09696703e+00]
[346.58916537 887.67151199],[2.66864291e+04 1.08520274e+00]
[338.36893054 896.10512754],[2.73828025e+04 1.09723926e+00]
[335.01781836 899.22903245],[2.77372082e+04 1.10580257e+00]
[327.04865448 904.55118625],[2.85138236e+04 1.10749499e+00]
[324.1298066  906.78030377],[2.89126714e+04 1.10353810e+00]
[319.26309081 911.09505268],[2.93508366e+04 1.12245099e+00]
[310.71804258 918.1883242 ],[3.03905924e+04 1.13589033e+00]
[307.57800068 920.75358186],[3.07749981e+04 1.14087938e+00]
[301.66727802 923.87745216],[3.11320889e+04 1.14199505e+00]
[294.34926172 928.20545247],[3.1931059e+04 1.1488842e+00]
[288.13156985 932.99280853],[3.23624130e+04 1.13855445e+00]
[276.13151479 941.54929645],[3.37769226e+04 1.15195990e+00]
[271.71754391 944.68062085],[3.43046459e+04 1.15685866e+00]
[266.65335381 948.65823791],[3.47271243e+04 1.15796994e+00]
[254.15742443 957.54935851],[3.63668576e+04 1.14674221e+00]
[244.36600057 963.71959462],[3.73119791e+04 1.16118468e+00]
[240.80926295 966.24797425],[3.77875562e+04 1.16244225e+00]
[234.1535855  970.30612795],[3.88489181e+04 1.15686757e+00]
[226.61314519 976.26161726],[3.92322534e+04 1.15468774e+00]
[219.05595587 982.95209607],[4.05178625e+04 1.15509739e+00]
[209.55133128 988.93125487],[4.14990548e+04 1.16153868e+00]
[200.5990568  994.63707261],[4.21169998e+04 1.16337355e+00]
[ 191.53956663 1001.5397518 ],[4.30101411e+04 1.15892792e+00]
[ 181.79754012 1007.58874866],[4.39771067e+04 1.16673073e+00]
[ 172.13181635 1014.94009195],[4.49998846e+04 1.17183067e+00]
[ 162.82537143 1021.80588565],[4.6074508e+04 1.1686959e+00]
[ 152.68589658 1029.12968896],[4.73068725e+04 1.16581251e+00]
[ 141.58332138 1036.62451879],[4.83014903e+04 1.17055334e+00]
[ 130.44433345 1043.20460631],[4.95429724e+04 1.16380855e+00]
[ 120.60219008 1051.37822645],[5.03015583e+04 1.15397978e+00]
[ 115.91976088 1058.53678574],[4.87567586e+04 1.10240232e+00]
[ 110.68299784 1066.27634471],[4.72444324e+04 1.03722072e+00]
[ 105.20686148 1073.90482611],[4.50064667e+04 9.83723853e-01]
[ 100.32416148 1082.14675203],[4.33309742e+04 9.29121725e-01]
[  94.9905309  1090.61181849],[4.15358177e+04 8.68956140e-01]
[  89.49132732 1099.48318954],[3.97690191e+04 8.05521267e-01]
[  83.59099196 1108.17715475],[3.72546402e+04 7.50237168e-01]
[  77.550863   1117.78558875],[3.49932951e+04 6.87461566e-01]
[  71.47044476 1126.74694614],[3.28572152e+04 6.21845089e-01]
[  61.09754481 1128.30173258],[2.50208873e+04 5.96767003e-01]
[  52.42731496 1131.34873884],[2.00359141e+04 5.48739296e-01]
[  50.16642984 1131.8093042 ],[1.86228088e+04 5.40556627e-01]
[  45.614575   1135.50217561],[1.59557943e+04 5.21613506e-01]
[  39.6811954  1138.59829117],[1.30327079e+04 4.83275549e-01]
[  32.89504936 1142.89628118],[1.01084639e+04 4.28189402e-01]
[  25.04999199 1152.55400885],[7.31336930e+03 3.43208211e-01]
[  17.71335497 1166.16040225],[4.83821173e+03 2.59404063e-01]
[  17.71335497 1166.16040225],[4.83821173e+03 2.59404063e-01]
[197.  681.5],[4.36600000e+03 1.25423729e+00]
[197.  681.5],[4.36600000e+03 1.25423729e+00]
[197.  681.5],[4.36600000e+03 1.25423729e+00]
[197.  681.5],[4.36600000e+03 1.25423729e+00]
[201.4 680.7],[4.92072000e+03 1.33993399e+00]
[203.71758847 680.54717655],[5.07891426e+03 1.44055003e+00]
[205.30495486 680.49507833],[5.13610767e+03 1.47744029e+00]
[207.59943523 680.1064079 ],[5.43477186e+03 1.52895876e+00]
[209.73135408 678.90137007],[5.77042878e+03 1.57257350e+00]
[211.46200363 678.49455419],[6.23358282e+03 1.60551728e+00]
[214.36537226 678.36560842],[6.54792731e+03 1.72779513e+00]
[217.04785467 679.70630887],[6.62624916e+03 1.84736628e+00]
[221.90743415 679.87531708],[7.11303095e+03 1.81022684e+00]
[223.74752233 680.26826752],[7.21189740e+03 1.81601576e+00]
[227.29384649 679.75769306],[7.34955375e+03 1.76895311e+00]
[231.51717411 680.55340849],[7.35714202e+03 1.77795886e+00]
[235.66200288 680.86160018],[7.11722030e+03 1.79710314e+00]
[242.73299368 680.64342138],[7.06362304e+03 1.85460221e+00]
[245.32704313 680.559359  ],[7.03807034e+03 1.87586835e+00]
[248.48923707 680.86014574],[6.97910655e+03 1.83052558e+00]
[254.51378603 680.64015002],[7.14777152e+03 1.82443464e+00]
[254.51378603 680.64015002],[7.14777152e+03 1.82443464e+00]
[259.62815816 680.22602948],[7.24237836e+03 1.79228614e+00]
[261.44804221 680.06833468],[7.27348952e+03 1.77951590e+00]
[264.96192319 679.35149917],[7.23891802e+03 1.76388428e+00]
[268.13959795 679.41006826],[7.23123761e+03 1.79654400e+00]
[271.51999552 679.1062507 ],[7.25838185e+03 1.77982174e+00]
[275.63675801 678.99572431],[7.22311968e+03 1.76281463e+00]
[279.37402862 678.95834342],[7.24921333e+03 1.76638182e+00]
[285.60031674 679.27834585],[7.28890825e+03 1.73936498e+00]
[287.82009004 679.40257518],[7.30142663e+03 1.72908500e+00]
[290.825909   679.45221854],[7.26115893e+03 1.71500068e+00]
[294.13374981 679.14339589],[7.36085303e+03 1.70262007e+00]
[297.22912569 679.68424144],[7.39717174e+03 1.69803951e+00]
[300.24460446 679.89257423],[7.55659965e+03 1.66330875e+00]
[306.20390568 679.64469827],[7.49765669e+03 1.65681983e+00]
[308.31825873 679.54815879],[7.47292455e+03 1.65464370e+00]
[311.29001197 679.1826967 ],[7.34483878e+03 1.66047070e+00]
[316.24729681 679.70566395],[7.44079720e+03 1.63043589e+00]
[320.29396897 679.90237921],[7.43087336e+03 1.60983102e+00]
[321.33882159 679.97704821],[7.47138191e+03 1.61211282e+00]
[325.23855895 680.00427458],[7.58436469e+03 1.57316832e+00]
[326.57353318 679.68679627],[7.55464422e+03 1.57379769e+00]
[328.93282685 679.23442411],[7.52094793e+03 1.54072071e+00]
[331.35007102 679.06352417],[7.55373513e+03 1.53820194e+00]
[334.46105806 679.65704376],[7.51885416e+03 1.52820261e+00]
[336.83747933 679.88484812],[7.50500019e+03 1.52484469e+00]
[339.60270267 679.6418392 ],[7.42890612e+03 1.53841456e+00]
[341.85320909 679.21777792],[7.37755860e+03 1.51045761e+00]
[344.57338345 679.05893123],[7.59131903e+03 1.49126929e+00]
[346.48204352 679.32745904],[7.6495984e+03 1.5073672e+00]
[348.08756462 679.10419366],[7.55296699e+03 1.51864892e+00]
[352.55417801 679.350912  ],[7.63202352e+03 1.46315074e+00]
[354.12875244 679.44395549],[7.65957918e+03 1.44320906e+00]
[355.94059858 679.48017531],[7.57264610e+03 1.41795299e+00]
[359.17485038 680.47886235],[7.56839274e+03 1.44008453e+00]
[360.28900393 680.85926577],[7.70348140e+03 1.42298355e+00]
[361.93051296 681.32614714],[7.58859456e+03 1.41162376e+00]
[364.43949698 681.49926144],[7.54441590e+03 1.40774786e+00]
[366.28275649 681.55832129],[7.61391298e+03 1.37286404e+00]
[367.5431086  682.22996287],[7.63984331e+03 1.36039207e+00]
[369.91917061 683.13680968],[7.64962253e+03 1.35614125e+00]
[373.04687609 683.80260187],[7.53671196e+03 1.35802366e+00]
[374.13123311 684.04422033],[7.49387150e+03 1.35924189e+00]
[376.44110042 684.78340323],[7.61117992e+03 1.33627442e+00]
[377.22331048 685.05079472],[7.65557638e+03 1.32814131e+00]
[378.75930703 685.1388489 ],[7.57147788e+03 1.30801025e+00]
[380.91566832 685.48773254],[7.55354053e+03 1.28100424e+00]
[381.64091542 685.60853282],[7.54709939e+03 1.27138992e+00]
[382.83499172 685.97063469],[7.55754583e+03 1.24898243e+00]
[384.53954602 686.42508326],[7.73032017e+03 1.24768354e+00]
[385.1142312 686.5870471],[7.79573668e+03 1.24748564e+00]
[386.58548687 687.62036328],[7.65140694e+03 1.24138995e+00]
[387.73613446 688.00198642],[7.72410249e+03 1.21898199e+00]
[389.10170454 688.46103103],[7.76123796e+03 1.19298888e+00]
[390.21614642 688.9494631 ],[7.72923979e+03 1.15795570e+00]
[391.57012547 689.44884117],[7.83376203e+03 1.14444373e+00]
[393.01642729 690.27856645],[7.70772399e+03 1.11584814e+00]
[394.49719981 690.90829465],[7.66406134e+03 1.08907417e+00]
[394.9864575  691.13220238],[7.64856213e+03 1.07975215e+00]
[395.44715528 691.19995019],[7.69961685e+03 1.08480722e+00]
[396.89935441 691.86549744],[7.60683567e+03 1.07145345e+00]
[397.72455927 692.43177649],[7.45742694e+03 1.06736278e+00]
[398.31455931 692.95955378],[7.51699974e+03 1.06600889e+00]
[399.48802412 694.12966621],[7.42572754e+03 1.06633288e+00]
[400.54694781 694.88602952],[7.33343177e+03 1.07547652e+00]
[400.89832824 695.48137601],[7.47606158e+03 1.05389130e+00]
[402.31502302 696.6710126 ],[7.47216540e+03 1.05449779e+00]
[402.80551937 697.10301703],[7.47102606e+03 1.05508918e+00]
[403.6112535  698.56159932],[7.58814726e+03 1.03931992e+00]
[403.87496093 698.76291744],[7.69094782e+03 1.02592910e+00]
[404.26765553 698.48715732],[7.61470166e+03 1.02127103e+00]
[404.71053673 699.67099265],[7.87593134e+03 9.97131562e-01]
[405.50775014 701.07706146],[7.91674847e+03 9.95853288e-01]
[405.77724668 702.25036805],[7.93100115e+03 9.95714805e-01]
[406.17884527 703.32776888],[7.99420127e+03 1.00337946e+00]
[406.30362967 704.03788462],[8.07577304e+03 9.99171609e-01]
[406.6536777  704.93564808],[8.04608844e+03 9.90476669e-01]
[407.09098469 705.90519216],[8.21093607e+03 9.80459473e-01]
[407.56360775 706.57351841],[8.27390277e+03 9.91127525e-01]
[408.70794426 707.4541408 ],[8.23544610e+03 9.88215417e-01]
[409.11920859 708.08756955],[8.27828304e+03 9.80198806e-01]
[408.91980169 708.6275982 ],[8.29438834e+03 9.91584398e-01]
[409.48247508 709.79071735],[8.47829058e+03 9.74976970e-01]
[409.67551166 710.53194008],[8.48687879e+03 9.75789427e-01]
[409.72847886 711.11210933],[8.54776942e+03 9.69443284e-01]
[410.38983988 711.63215845],[8.62884535e+03 9.60491605e-01]
[409.96257605 712.13020924],[8.71751329e+03 9.50717598e-01]
[410.11402899 712.94812182],[8.81280765e+03 9.54068183e-01]
[410.48730279 714.873307  ],[8.97088687e+03 9.55815960e-01]
[410.6161784 715.5787936],[9.02894232e+03 9.56596440e-01]
[410.65177084 715.81554523],[9.17048435e+03 9.44265420e-01]
[410.6529478  715.55105517],[9.16085091e+03 9.46008882e-01]
[410.97187938 716.40347728],[9.28037837e+03 9.47213389e-01]
[411.0829857  717.35913877],[9.32328311e+03 9.47766945e-01]
[411.11494138 718.35401452],[9.33675383e+03 9.48076696e-01]
[411.44694277 718.70495847],[9.27376831e+03 9.41644098e-01]
[411.23302074 719.46851668],[9.31298514e+03 9.45940551e-01]
[411.80367161 719.73131432],[9.20191202e+03 9.60409030e-01]
[412.0123033  720.46375729],[9.28221904e+03 9.53118440e-01]
[412.08240333 721.70393827],[9.24909162e+03 9.56793268e-01]
[412.1002656  722.14777287],[9.23499375e+03 9.58236986e-01]
[412.09906783 722.94836686],[9.35285808e+03 9.46052424e-01]
[412.42158911 723.88326037],[9.58662095e+03 9.35855580e-01]
[412.20779821 724.86829861],[9.74149999e+03 9.38574910e-01]
[412.12034213 725.21682568],[9.79845981e+03 9.39662805e-01]
[412.41063737 725.97778173],[9.88477334e+03 9.46580782e-01]
[412.51628371 726.89759329],[9.91495933e+03 9.49256895e-01]
[412.88012022 727.219084  ],[9.99100287e+03 9.56731899e-01]
[413.01311446 727.31305276],[1.00173662e+04 9.59579042e-01]
[413.05771817 727.98178687],[1.00248569e+04 9.60640669e-01]
[413.06881411 728.54055259],[1.03566028e+04 9.55395492e-01]
[413.39596625 729.71314727],[1.04772375e+04 9.41338583e-01]
[413.84492971 729.48379944],[1.03209854e+04 9.41453958e-01]
[413.67893709 731.01412523],[1.03920375e+04 9.41980832e-01]
[413.61043102 731.56995442],[1.04165664e+04 9.42215547e-01]
[413.90861368 732.41320001],[1.04927065e+04 9.48606572e-01]
[414.01687989 732.70712238],[1.03873994e+04 9.63123297e-01]
[414.05263872 733.12076825],[1.04110702e+04 9.62576111e-01]
[414.0610215  733.58338675],[1.03521993e+04 9.68463634e-01]
[414.38911041 733.73326136],[1.03920401e+04 9.52049976e-01]
[414.50876527 734.42806951],[1.04050392e+04 9.45897323e-01]
[414.54868105 734.67036147],[1.04087855e+04 9.43594756e-01]
[415.21967232 735.07010553],[1.04743935e+04 9.36880907e-01]
[415.46761846 737.17617913],[1.04981315e+04 9.34405621e-01]
[415.88450684 737.6258073 ],[1.05103810e+04 9.45632412e-01]
[416.03450404 737.7686411 ],[1.05133985e+04 9.49973029e-01]
[415.75330539 738.12817239],[1.06493203e+04 9.51917029e-01]
[415.6398719  738.90110105],[1.06997952e+04 9.52645160e-01]
[415.92027964 739.5012898 ],[1.07138353e+04 9.40847216e-01]
[416.02152353 740.03545854],[1.07832119e+04 9.30679238e-01]
[416.7151562 740.2162148],[1.06653671e+04 9.14670075e-01]
[416.63917774 740.26228101],[1.06909323e+04 9.14852541e-01]
[416.27334003 740.58834221],[1.07055931e+04 9.26800191e-01]
[416.13014181 741.35288539],[1.07096781e+04 9.31457953e-01]
[416.07181939 741.95319976],[1.07764370e+04 9.27551696e-01]
[416.04673425 742.16112267],[1.08008258e+04 9.26118784e-01]
[416.03480993 742.220201  ],[1.08090739e+04 9.25617466e-01]
[416.02823122 742.22427918],[1.08112201e+04 9.25469376e-01]
[416.0239469 742.5393492],[1.08771428e+04 9.19836023e-01]
[416.35103497 742.64428242],[1.08292089e+04 9.11702134e-01]
[416.47301667 742.34006373],[1.10207402e+04 9.15306884e-01]
[417.17482958 743.19942455],[1.08819885e+04 9.10160150e-01]
[416.7762319  743.51473712],[1.09725396e+04 9.20382110e-01]
[416.95221052 743.62082047],[1.10659384e+04 9.07265957e-01]
[417.01562815 744.30660312],[1.09682325e+04 9.13238517e-01]
[416.37510318 744.8853957 ],[1.08635285e+04 9.21207718e-01]
[416.79150529 744.75806372],[1.07457667e+04 9.06525502e-01]
[416.94844788 744.69749871],[1.07007338e+04 9.01008270e-01]
[417.336743   744.99276959],[1.08217567e+04 8.99649316e-01]
[417.80994536 745.42345262],[1.07303470e+04 8.98575324e-01]
[417.98448111 745.57539439],[1.06957609e+04 8.98254724e-01]
[418.37576159 746.6129327 ],[1.06751422e+04 8.86759083e-01]
[417.85306089 746.99279804],[1.08135927e+04 8.94615897e-01]
[417.65294413 747.12262186],[1.08656917e+04 8.97616558e-01]
[417.57353179 747.15783492],[1.08852332e+04 8.98812708e-01]
[417.87124686 747.15834634],[1.08195715e+04 8.93306883e-01]
[417.98183369 747.47715677],[1.07295799e+04 8.96637482e-01]
[418.0205393  747.58668681],[1.08253537e+04 8.87201855e-01]
[418.03214884 747.61860219],[1.08613878e+04 8.83749956e-01]
[418.36443779 747.62077518],[1.08014769e+04 8.76557140e-01]
