[190.  682.5],[3.1920000e+03 9.8245614e-01]
[417.19994709 744.08206327],[7.40394236e+03 1.09294410e+00]
[418.3509025  746.58115606],[7.48265694e+03 1.07076715e+00]
[420.07159403 748.77915236],[7.39826445e+03 1.04686872e+00]
[420.07159403 748.77915236],[7.39826445e+03 1.04686872e+00]
[420.07159403 748.77915236],[7.39826445e+03 1.04686872e+00]
[420.07159403 748.77915236],[7.39826445e+03 1.04686872e+00]
[420.35483659 751.19107108],[7.58861374e+03 1.05333892e+00]
[420.76110321 753.02680498],[7.77750626e+03 1.02447111e+00]
[421.20854037 755.94248597],[7.84574274e+03 1.02902405e+00]
[421.67646321 758.30269502],[7.92529846e+03 1.03850621e+00]
[421.67646321 758.30269502],[7.92529846e+03 1.03850621e+00]
[422.15349893 760.44073327],[8.01316772e+03 1.01946076e+00]
[422.15349893 760.44073327],[8.01316772e+03 1.01946076e+00]
[422.6336664  762.81857078],[8.16094692e+03 1.01241533e+00]
[422.13145407 765.94068291],[8.39318855e+03 1.01711807e+00]
[422.24594193 770.32530866],[8.66063159e+03 1.01168920e+00]
[422.26873485 771.92993756],[8.75992991e+03 1.00976378e+00]
[421.92923524 774.41456076],[8.97816059e+03 1.00216525e+00]
[420.4736196  777.23984203],[9.30781185e+03 9.99503941e-01]
[419.25497533 779.8699588 ],[9.49359833e+03 9.91946243e-01]
[418.77926446 783.39946503],[9.68597702e+03 9.76266357e-01]
[417.28405943 786.94691772],[1.00819824e+04 9.90227966e-01]
[417.28405943 786.94691772],[1.00819824e+04 9.90227966e-01]
[416.71967211 790.50025547],[1.02942223e+04 9.89184006e-01]
[415.85516957 793.72659078],[1.06363488e+04 9.89052827e-01]
[415.20572442 797.14746472],[1.08939183e+04 9.64810154e-01]
[413.32930092 800.31646468],[1.11955242e+04 9.74102538e-01]
[412.30182374 804.6887639 ],[1.15111881e+04 9.72034936e-01]
[410.62057591 807.89556053],[1.16980984e+04 9.89114256e-01]
[409.34336833 812.60781551],[1.21162694e+04 9.89970010e-01]
[406.92557297 816.90794155],[1.22701559e+04 9.90355688e-01]
[403.4104623  824.31514816],[1.33539619e+04 1.00213783e+00]
[402.09772484 827.04594116],[1.37704274e+04 1.00639841e+00]
[399.68734095 830.23602887],[1.39956493e+04 1.02472047e+00]
[394.26472373 834.58991537],[1.49902258e+04 1.07527174e+00]
[394.26472373 834.58991537],[1.49902258e+04 1.07527174e+00]
[392.53462027 839.06412157],[1.53888173e+04 1.06085661e+00]
[389.98145985 843.5807136 ],[1.54520333e+04 1.03893737e+00]
[386.77511672 848.43996678],[1.53732491e+04 1.04677532e+00]
[382.67678778 854.74547283],[1.60704851e+04 1.03246644e+00]
[377.92518989 858.96829995],[1.64841838e+04 1.05869641e+00]
[373.57855234 863.70135494],[1.76691993e+04 1.02555409e+00]
[365.50223606 874.0727087 ],[1.8898723e+04 1.0475261e+00]
[362.46366669 877.67369044],[1.92765321e+04 1.06073002e+00]
[357.83944665 883.43333491],[1.94892707e+04 1.07066795e+00]
[353.23976999 888.73654466],[1.96384157e+04 1.07924917e+00]
[347.35842363 895.16675557],[2.04859048e+04 1.10544720e+00]
[347.35842363 895.16675557],[2.04859048e+04 1.10544720e+00]
[341.01380761 902.34694864],[2.09855907e+04 1.11474605e+00]
[330.26578055 914.70924933],[2.27022758e+04 1.11350390e+00]
[330.26578055 914.70924933],[2.27022758e+04 1.11350390e+00]
[326.22695777 919.27221484],[2.33617015e+04 1.11313559e+00]
[320.61930763 926.33140586],[2.41965571e+04 1.11130618e+00]
[312.78365492 933.71769861],[2.49917570e+04 1.12300914e+00]
[304.41555923 941.55528728],[2.59839890e+04 1.13908587e+00]
[296.49701908 949.55875937],[2.70969065e+04 1.13841197e+00]
[287.78804937 957.93868239],[2.80244620e+04 1.14988211e+00]
[278.78468833 966.14408014],[2.94781050e+04 1.14226252e+00]
[278.78468833 966.14408014],[2.94781050e+04 1.14226252e+00]
[269.35452441 975.23083974],[3.04556511e+04 1.14671596e+00]
[259.44110986 985.6436767 ],[3.21867013e+04 1.14480572e+00]
[248.07794572 996.21349302],[3.33648013e+04 1.17128445e+00]
[ 237.12244244 1006.54419408],[3.49006463e+04 1.16611245e+00]
[ 225.68158412 1016.73956123],[3.62965862e+04 1.17387628e+00]
[ 213.10995371 1027.21421073],[3.82162056e+04 1.16158609e+00]
[ 213.10995371 1027.21421073],[3.82162056e+04 1.16158609e+00]
[ 191.09101391 1046.46023463],[4.14409703e+04 1.18120899e+00]
[ 182.46241049 1053.69477108],[4.28080201e+04 1.19179719e+00]
[ 171.0665862  1064.24703441],[4.42283105e+04 1.19716532e+00]
[ 171.0665862  1064.24703441],[4.42283105e+04 1.19716532e+00]
[ 158.25258677 1077.07516426],[4.59626817e+04 1.19973176e+00]
[ 143.92992659 1089.48308944],[4.77176976e+04 1.19798634e+00]
[ 143.92992659 1089.48308944],[4.77176976e+04 1.19798634e+00]
[ 128.37876116 1102.68816395],[4.99196465e+04 1.19723255e+00]
[ 128.37876116 1102.68816395],[4.99196465e+04 1.19723255e+00]
[ 128.37876116 1102.68816395],[4.99196465e+04 1.19723255e+00]
[ 114.25203816 1125.86341081],[4.83712627e+04 1.07944490e+00]
[ 110.10929585 1134.54556608],[4.72354228e+04 1.02669194e+00]
[ 104.09796431 1147.51927209],[4.55284752e+04 9.52053512e-01]
[  96.6888752  1162.18027057],[4.29533208e+04 8.70595186e-01]
[  89.08487311 1176.52904999],[4.02513170e+04 7.88656393e-01]
[  80.73078384 1192.0348256 ],[3.69029690e+04 7.06442829e-01]
[  72.10726836 1208.3131246 ],[3.35569679e+04 6.19776872e-01]
[  62.68416223 1213.22436989],[2.63571146e+04 5.96317806e-01]
[  53.36069703 1218.26157883],[2.02873815e+04 5.61405913e-01]
[  43.72681653 1223.25880353],[1.51971902e+04 5.03259998e-01]
[  25.32915919 1243.31723425],[7.66753264e+03 3.34692442e-01]
[  21.88365045 1249.2452722 ],[6.32147669e+03 3.03026765e-01]
[193. 683.],[3.32800000e+03 1.23076923e+00]
[193. 683.],[3.32800000e+03 1.23076923e+00]
[197.  683.4],[3.60448e+03 1.37500e+00]
[199.987977   683.47746177],[3.73084275e+03 1.43185561e+00]
[201.07329695 683.50301774],[3.77691731e+03 1.45244575e+00]
[201.34805016 682.75654746],[4.28485340e+03 1.55537114e+00]
[203.11803273 683.22844303],[4.56713029e+03 1.62756382e+00]
[206.75019998 683.40530201],[4.63022085e+03 1.64076295e+00]
[209.76866494 683.47084404],[4.82011607e+03 1.70592597e+00]
[212.8220724  683.49464902],[4.88540303e+03 1.72934790e+00]
[220.15716765 683.50286578],[5.06274387e+03 1.70533714e+00]
[222.91434553 683.5054285 ],[5.12276316e+03 1.69538007e+00]
[227.47461612 683.50582541],[4.97931672e+03 1.71984500e+00]
[231.74998699 683.17056064],[4.97943459e+03 1.70684857e+00]
[235.90039555 682.71438444],[5.03550953e+03 1.68020807e+00]
[240.32566928 682.21466083],[4.95570824e+03 1.67759227e+00]
[244.1940323  682.02780234],[5.07808200e+03 1.64770563e+00]
[248.82832552 681.96197009],[5.12099865e+03 1.63631061e+00]
[255.72914505 681.94229591],[5.13384670e+03 1.63159446e+00]
[255.72914505 681.94229591],[5.13384670e+03 1.63159446e+00]
[258.21601168 681.93986794],[5.13540697e+03 1.62949525e+00]
[261.31744435 681.28484138],[5.17002650e+03 1.64018113e+00]
[267.61725559 681.37025492],[5.24141006e+03 1.62496712e+00]
[270.20342033 681.40794328],[5.22846809e+03 1.60752179e+00]
[273.33766733 681.42761836],[5.25853737e+03 1.61230059e+00]
[277.34841542 681.43961105],[5.23017248e+03 1.60253575e+00]
[281.03361462 681.11881207],[5.31554653e+03 1.59194058e+00]
[281.03361462 681.11881207],[5.31554653e+03 1.59194058e+00]
[286.90018849 681.32877991],[5.28586169e+03 1.60611923e+00]
[288.98095752 681.41406527],[5.27240809e+03 1.61165076e+00]
[294.56346077 681.77927148],[5.36473388e+03 1.60668231e+00]
[296.53741908 681.91853934],[5.39844924e+03 1.60480017e+00]
[302.07365317 681.31429792],[5.37143806e+03 1.59272060e+00]
[304.02378933 681.41436535],[5.42029503e+03 1.57030649e+00]
[308.90635589 681.4542834 ],[5.39848209e+03 1.55079823e+00]
[310.60007698 681.47130817],[5.38886730e+03 1.54356265e+00]
[315.72741268 681.47920754],[5.38420079e+03 1.54102658e+00]
[317.51821998 681.48339938],[5.38152924e+03 1.54026189e+00]
[320.36491593 681.8154707 ],[5.47922910e+03 1.53424143e+00]
[323.28782634 680.95694531],[5.57590525e+03 1.51555514e+00]
[326.57020868 680.95768415],[5.59131814e+03 1.53603733e+00]
[329.99102887 680.96135284],[5.55571492e+03 1.53321033e+00]
[333.13454629 680.63576584],[5.60170236e+03 1.51561313e+00]
[335.84318627 680.84356054],[5.59749891e+03 1.53653034e+00]
[338.39137418 680.92673679],[5.55474747e+03 1.53380106e+00]
[341.20762023 681.29042562],[5.59851261e+03 1.51615098e+00]
[341.20762023 681.29042562],[5.59851261e+03 1.51615098e+00]
[343.79980149 680.77097823],[5.57398004e+03 1.49882791e+00]
[346.30757931 680.57357005],[5.60440667e+03 1.50330287e+00]
[351.10106943 680.83025007],[5.59426112e+03 1.46769766e+00]
[352.45324655 680.92941929],[5.63050784e+03 1.46528458e+00]
[352.45324655 680.92941929],[5.63050784e+03 1.46528458e+00]
[357.14757036 680.63988626],[5.66192764e+03 1.43871645e+00]
[358.79505351 680.85869891],[5.61413716e+03 1.44408684e+00]
[361.2808987  680.61491581],[5.65453889e+03 1.43137611e+00]
[365.08027834 681.50915542],[5.56902618e+03 1.43130058e+00]
[366.38984222 681.85198772],[5.53623727e+03 1.43165082e+00]
[368.42412692 681.97898377],[5.56506406e+03 1.44273563e+00]
[370.40698949 681.69343238],[5.51647477e+03 1.46267616e+00]
[372.70143448 681.25010532],[5.51667887e+03 1.44403562e+00]
[374.78477617 681.74304363],[5.55021094e+03 1.38624373e+00]
[376.78872159 681.9283974 ],[5.64688466e+03 1.38622303e+00]
[380.42532715 682.65349568],[5.72561275e+03 1.39669189e+00]
[380.42532715 682.65349568],[5.72561275e+03 1.39669189e+00]
[381.70481462 682.92738337],[5.75493457e+03 1.40089686e+00]
[384.06664182 683.02628165],[5.68076475e+03 1.38213962e+00]
[385.85066886 683.3874198 ],[5.66690929e+03 1.35097289e+00]
[387.08598851 683.84692112],[5.60412382e+03 1.35331815e+00]
[389.45125316 684.34536449],[5.63749582e+03 1.34085742e+00]
[390.91439234 684.85474411],[5.59298511e+03 1.35014994e+00]
[392.70283121 685.36950757],[5.63328229e+03 1.34026120e+00]
[394.94768911 685.22493224],[5.66220790e+03 1.31332756e+00]
[396.36982907 684.83250162],[5.72935987e+03 1.29074507e+00]
[398.14839749 684.67485146],[5.75476696e+03 1.28265325e+00]
[399.06853767 684.93579749],[5.77548351e+03 1.25779317e+00]
[400.99352096 685.03013616],[5.82815020e+03 1.25865069e+00]
[403.6302446  686.37204845],[5.84748406e+03 1.25931861e+00]
[405.54234352 686.87733091],[5.80905236e+03 1.25022221e+00]
[406.18233513 687.05904856],[5.79393616e+03 1.24711755e+00]
[407.01138778 687.11694587],[5.78784709e+03 1.24627624e+00]
[407.91637689 687.45768208],[5.84116437e+03 1.23432725e+00]
[409.1848344  687.90572966],[5.76006085e+03 1.23225710e+00]
[409.92841901 688.39556853],[5.94190272e+03 1.20653665e+00]
[412.13528792 689.22368352],[6.01030601e+03 1.19745634e+00]
[412.90999309 689.53026414],[6.03573965e+03 1.19432261e+00]
[414.13411174 689.96152801],[5.83153216e+03 1.21783873e+00]
[414.86741652 690.77417571],[5.91075527e+03 1.21378620e+00]
[415.75244418 690.735101  ],[5.79279688e+03 1.20493809e+00]
[416.69249633 691.36440687],[5.85784197e+03 1.17922124e+00]
[418.32246566 692.24489505],[5.88217680e+03 1.16999988e+00]
[418.88431451 692.56562023],[5.89135255e+03 1.16680373e+00]
[419.70829002 692.99952493],[5.94918004e+03 1.15518795e+00]
[419.97116526 693.80493255],[5.87547155e+03 1.13270867e+00]
[420.35179027 694.09520397],[6.00273989e+03 1.11349212e+00]
[421.78275681 694.84345211],[6.14890089e+03 1.12461452e+00]
[422.61445044 695.44054308],[6.20914624e+03 1.11030702e+00]
[423.21763737 695.65106556],[6.28905596e+03 1.07762367e+00]
[423.40354546 696.04101073],[6.26466507e+03 1.07490559e+00]
[423.76855151 696.49987166],[6.25660727e+03 1.05655204e+00]
[424.20214563 696.65851449],[6.30386912e+03 1.05863229e+00]
[424.99693181 697.02970299],[6.3742807e+03 1.0508248e+00]
[425.92765192 698.13766016],[6.45370349e+03 1.03948862e+00]
[426.24822156 698.21854576],[6.42931660e+03 1.04415111e+00]
[426.66927417 698.55792706],[6.41997458e+03 1.02922542e+00]
[427.4610083  698.99888721],[6.46845921e+03 1.01547710e+00]
[427.73081528 699.15128043],[6.48600377e+03 1.01062071e+00]
[428.13627877 699.8487041 ],[6.54476342e+03 1.01735775e+00]
[428.59495912 700.75574295],[6.51282151e+03 1.01194216e+00]
[428.41115612 701.41251653],[6.60642122e+03 1.01010742e+00]
[428.65111554 702.30022766],[6.58745954e+03 1.00147497e+00]
[428.38909469 702.94763399],[6.68650866e+03 9.98505754e-01]
[428.93385666 703.50185361],[6.56194083e+03 9.89400751e-01]
[429.78668406 703.69074825],[6.51343666e+03 9.86164574e-01]
[430.75252222 704.07111626],[6.54743609e+03 9.77251802e-01]
[431.09606183 704.19677725],[6.66503984e+03 9.58770660e-01]
[431.53620366 704.88204599],[6.76479068e+03 9.60045883e-01]
[431.68344729 705.78228172],[6.80176369e+03 9.60728223e-01]
[431.71990446 707.42044589],[6.70829862e+03 9.76441928e-01]
[431.71615568 708.02264582],[6.67109445e+03 9.82801131e-01]
[432.02941468 708.88633339],[6.71073602e+03 9.93362099e-01]
[432.1344531  709.18724221],[6.72506514e+03 9.97428761e-01]
[432.48993403 708.94522623],[6.83859410e+03 9.98987735e-01]
[433.26974299 710.80883329],[6.77176367e+03 1.01572161e+00]
[433.55310427 711.49496994],[6.74502668e+03 1.02222932e+00]
[433.64596999 711.06371407],[6.84457060e+03 1.00813477e+00]
[433.66713101 711.86894931],[6.82660675e+03 1.01093309e+00]
[433.99206203 712.81339759],[6.76477524e+03 1.00396067e+00]
[434.43348197 713.14731165],[6.90451663e+03 9.93351584e-01]
[434.91791003 713.58128162],[7.06704775e+03 9.89575830e-01]
[435.41808841 713.72523664],[7.18412778e+03 9.95924508e-01]
[435.59555388 714.41489175],[7.22734673e+03 9.98365841e-01]
[435.64936621 714.98594961],[7.18605964e+03 1.00710008e+00]
[435.65697667 715.51116658],[7.22470349e+03 1.00261284e+00]
[435.64831388 716.01905294],[7.29390530e+03 9.93221782e-01]
[436.62335618 716.52048918],[7.43168806e+03 9.89814434e-01]
[436.98242874 716.69177819],[7.48270250e+03 9.88554451e-01]
[437.43552246 716.73659826],[7.44283433e+03 9.80563616e-01]
[437.92462889 717.06377052],[7.42365786e+03 9.62722791e-01]
[438.09538498 717.50015589],[7.47526306e+03 9.78458730e-01]
[438.14804455 718.30808732],[7.49256320e+03 9.84550816e-01]
[438.15512141 718.92662625],[7.55445518e+03 9.79507316e-01]
[438.14617379 719.47205938],[7.51993735e+03 9.85003824e-01]
[438.13252032 719.65950344],[7.50527492e+03 9.87161473e-01]
[439.10798338 720.041884  ],[7.49754530e+03 9.73042759e-01]
[439.46822802 720.16970651],[7.49335448e+03 9.67762167e-01]
[439.2615196  720.20089797],[7.54927759e+03 9.73355486e-01]
[439.50330986 720.52657721],[7.68474056e+03 9.75706660e-01]
[439.25702652 721.29395706],[7.79386142e+03 9.84019316e-01]
[439.48309644 721.57115312],[7.77555058e+03 9.79824032e-01]
[439.5614088  722.31944923],[7.65192590e+03 9.92894979e-01]
[439.91353037 722.91804696],[7.7194100e+03 9.9796662e-01]
[440.36867213 723.12658055],[7.68623096e+03 9.92362027e-01]
[440.53344521 723.18816388],[7.67259788e+03 9.90169720e-01]
[440.58696773 723.19529616],[7.66677132e+03 9.89315868e-01]
[441.25940176 723.5137883 ],[7.72153187e+03 9.81610380e-01]
[442.16566895 723.95090886],[7.79897613e+03 9.71533297e-01]
[442.49757532 724.10408505],[7.82761311e+03 9.67793499e-01]
[442.28007282 724.477862  ],[7.95478386e+03 9.66710731e-01]
[442.51629554 724.9360308 ],[8.00388746e+03 9.80667941e-01]
[442.92475508 725.09697076],[8.08003350e+03 9.93351247e-01]
[443.07035035 725.47469244],[8.04814263e+03 1.00553867e+00]
[442.78653044 725.60434988],[8.09304585e+03 1.01753071e+00]
[443.32585637 726.63312824],[8.16906904e+03 1.01446074e+00]
[443.19480196 726.34879881],[8.13454517e+03 1.03569536e+00]
[443.46475176 726.5556084 ],[8.12227971e+03 1.02862732e+00]
[443.55954865 726.95252052],[8.17639676e+03 1.01820631e+00]
[443.58760722 727.42057891],[8.13557589e+03 1.02169186e+00]
[443.59089911 727.58536254],[8.11897265e+03 1.02295405e+00]
[443.58547369 727.63496791],[8.11190243e+03 1.02334785e+00]
[443.57744711 727.64197736],[8.10857074e+03 1.02341787e+00]
[443.5691042 727.9645365],[8.16695723e+03 1.01582805e+00]
[443.23115288 728.07691711],[8.24774024e+03 1.02028543e+00]
[442.77092731 728.10953946],[8.33686683e+03 1.02924521e+00]
[443.25167148 728.44254682],[8.31187087e+03 1.01059312e+00]
[443.43504192 728.56027303],[8.30029365e+03 1.00349197e+00]
[444.16326486 728.92540224],[8.35503647e+03 9.93649598e-01]
[444.76481362 729.05556231],[8.43570681e+03 9.97199395e-01]
[444.98571341 729.09603337],[8.46522938e+03 9.98588448e-01]
[444.73221021 729.10291533],[8.41447465e+03 9.92001423e-01]
[444.95917532 729.09786153],[8.45498948e+03 9.96727328e-01]
[444.70936081 729.74852594],[8.53008375e+03 1.00572259e+00]
[444.60970301 729.98808688],[8.55749105e+03 1.00915330e+00]
[444.56762683 730.07042386],[8.56674685e+03 1.01044940e+00]
[444.54836754 730.09331522],[8.56912255e+03 1.01092143e+00]
[445.19779957 730.42442841],[8.38697630e+03 1.00395103e+00]
[445.10948731 730.21103086],[8.43878424e+03 1.00125023e+00]
[445.40278699 730.12435271],[8.39731890e+03 9.93063682e-01]
[445.1779218 730.0857935],[8.32035150e+03 9.82796774e-01]
[445.08852649 730.06642219],[8.29136179e+03 9.78995544e-01]
[445.05201794 730.05500623],[8.28078339e+03 9.77662878e-01]
[445.03589553 730.04712984],[8.27716206e+03 9.77257124e-01]
[445.02780658 730.37130055],[8.45835558e+03 9.84523567e-01]
[445.35238754 730.4906353 ],[8.46577109e+03 9.80186913e-01]
[445.80466302 730.53199409],[8.52951424e+03 9.85690083e-01]
[445.97212324 730.54374522],[8.55305443e+03 9.87806933e-01]
[446.03119927 730.54457449],[8.56129235e+03 9.88632618e-01]
[446.37889616 730.54163108],[8.62510338e+03 9.96047601e-01]
[446.50592525 730.86769782],[8.58714341e+03 1.00598890e+00]
[446.54885289 730.98812631],[8.57187915e+03 1.00976616e+00]
[446.55994666 731.02970558],[8.56558306e+03 1.01113040e+00]
[445.57013929 731.04162101],[8.50208588e+03 1.00440660e+00]
[445.52200632 731.04261589],[8.41680298e+03 9.94597218e-01]
[445.17242954 731.03983565],[8.44566076e+03 9.98084869e-01]
[445.0423709  731.03598063],[8.45667679e+03 9.99394610e-01]
[444.99514104 731.03204511],[8.46095059e+03 9.99883359e-01]
[444.97947747 731.02837148],[8.46262358e+03 1.00005774e+00]
[445.30607885 731.02505603],[8.40250121e+03 9.92929050e-01]
[445.43138843 731.02210476],[8.37983562e+03 9.90228407e-01]
[445.47867146 731.01949276],[8.49347128e+03 1.00363614e+00]
[445.16713347 731.0171866 ],[8.47568647e+03 1.00151648e+00]
[445.048152   731.01515245],[8.46872018e+03 1.00067730e+00]
[445.0042834  731.01335893],[8.46601322e+03 1.00034330e+00]
[445.6498357  731.01177776],[8.46494914e+03 1.00020510e+00]
[445.56390361 731.01038384],[8.40373375e+03 9.92961063e-01]
[445.52993298 730.67873062],[8.32040653e+03 9.97383564e-01]
[445.51629544 730.55293093],[8.28934477e+03 9.99098682e-01]
[445.51049886 730.50662274],[8.27825905e+03 9.99744723e-01]
[445.83859617 730.49048615],[8.33490036e+03 1.00725561e+00]
[445.96125896 730.48572332],[8.47830330e+03 9.95579448e-01]
[445.67589562 730.48498752],[8.47127154e+03 9.84159206e-01]
[445.56567741 730.48584975],[8.46819573e+03 9.79875059e-01]
[445.52365734 730.4871787 ],[8.46681048e+03 9.78324729e-01]
[445.50771856 730.48855853],[8.46607568e+03 9.77811288e-01]
[445.50175824 730.81972072],[8.40558864e+03 9.84667691e-01]
[445.16898686 730.94565082],[8.32160147e+03 9.80176114e-01]
[445.04363963 730.99217301],[8.29017197e+03 9.78501619e-01]
[444.99818465 731.00849494],[8.27883095e+03 9.77919636e-01]
[445.31404994 731.0134058 ],[8.33600152e+03 9.84945998e-01]
[445.43409006 731.01409127],[8.35788642e+03 9.87619645e-01]
[445.47974724 731.01329472],[8.36636444e+03 9.88639805e-01]
[445.49673646 731.0120544 ],[8.36965630e+03 9.89022227e-01]
[445.50274177 731.01075456],[8.37094457e+03 9.89159920e-01]
[445.50458102 731.00952969],[8.37145867e+03 9.89204496e-01]
[445.50487262 731.00841976],[8.37167259e+03 9.89214229e-01]
[445.50461766 731.00742987],[8.37176908e+03 9.89211433e-01]
[445.50419562 731.00655291],[8.37181867e+03 9.89204590e-01]
[445.50374744 731.00577821],[8.37184873e+03 9.89196871e-01]
[445.83369124 731.00509467],[8.31108447e+03 9.82007227e-01]
[445.95796356 731.00449185],[8.28816051e+03 9.79289911e-01]
[446.00297222 731.00396033],[8.27982875e+03 9.78297799e-01]
[446.01797337 731.0034917 ],[8.27702428e+03 9.77959678e-01]
[445.69089995 731.00307854],[8.33716515e+03 9.85059529e-01]
[445.5665928  731.00271427],[8.36000507e+03 9.87752822e-01]
[445.84934216 731.00239312],[8.30795002e+03 9.81597753e-01]
[445.9567014  731.00210996],[8.28816726e+03 9.79256296e-01]
